Sigla	Nome	H-index	Class
LINZ 	Linz Seminar on Fuzzy Set Theory 	6	B4
MMEDIA 	International Conference on Advances in Multimedia 	6	B4
MSV 	International Conference on Modeling: Simulation and Visualization Methods 	6	B4
Net-­‐Con 	IFIP International Conference on Network Control and Engineering for QoS: Security and Mobility 	6	B4
OBI 	Ontology-­‐supported Business Intelligence 	6	B4
PDMC-­‐HIBI 	International Workshop on Parallel and Distributed Methods in Verification, International Workshop on High Performance Computational Systems 	6	B4
PKAW 	Pacific Rim Knowledge Acquisition Workshop 	6	B4
PPSC 	SIAM Conference on Parallel Processing for Scientific Computing 	6	B4
SACI 	International Symposium on Applied Computational Intelligence and Informatics 	6	B4
SBCARS 	Simpósio Brasileiro de Componentes, Arquiteturas e Reutilização de Software 	6	B4
SBESC 	Simpósio Brasileiro de Engenharia de Sistemas Computacionais 	6	B4
SBRT 	Simpósio Brasileiro de Telecomunicações 	6	B4
SDKB 	International Workshops on Semantics in Data and Knowledge Bases 	6	B4
SemEval 	International Workshop on Semantic Evaluations 	6	B4
SIIE 	Simpósio Internacional de Informática Educativa 	6	B4
SPL 	Southern Conference on Programmable Logic 	6	B4
SSIRI-­‐C 	IEEE International Conference on Secure Software Integration and Reliability Improvement Companion 	6	B4
SSRR 	IEEE International Workshop on Safety, Security, & Rescue Robots 	6	B4
VNC 	IEEE Vehicular Networking Conference 	6	B4
WAC 	Web as Corpus Workshop 	6	B4
WBC 	Web Based Communities 	6	B4
WCAE 	Workshop on Computer Architecture Education 	6	B4
WISM 	Web Information Systems Modeling 	6	B4
WRT 	International Workshop on Refactoring Tools 	6	B4
WS-­‐REST 	International Workshop on RESTful Design 	6	B4
EUROGRAPHICS 	Eurographics Annual Conference of the European Association for Computer Graphics 	5	A2
CCW 	IEEE Annual Computer Communications Workshop 	5	B3
ODBASE 	International Conference on Ontologies Databases and Applications of Semantics 	5	B3
PDCS 	International Conference on Parallel and Distributed Computing and Systems 	5	B3
RAW 	Reconfigurable Architectures Workshop 	5	B3
ABS 	Agent-­‐based Simulation Workshop 	5	B4
ALTA 	Australasian Language Technology Association Workshop 	5	B4
AMW 	Alberto Mendelzon International Workshop on Foundations of Data Management 	5	B4
ArgMas 	International Workshop on Argumentation in Multi-­‐Agent Systems 	5	B4
ASIS&T 	Annual Conference of the American Society for Information Science and Technology 	5	B4
BCB 	ACM International Conference on Bioinformatics and Computational Biology 	5	B4
CASON 	International Conference on Computational Aspects of Social Networks 	5	B4
CBA 	Congresso Brasileiro de Automática 	5	B4
CCCT 	International Conference on Computer, Communication and Control Technologies 	5	B4
CIAED 	Congresso Internacional ABED de Educação a Distância 	5	B4
CIMSIM 	International Conference on Computational Intelligence, Modelling and Simulation 	5	B4
CISTI 	Iberian Conference on Information Systems and Technologies 	5	B4
CSC 	International Conference on Scientific Computing 	5	B4
CSCLP 	ERCIM Annual Workshop on Constraint Solving and Contraint Logic Programming 	5	B4
CSD 	Workshop on Critical Systems Development 	5	B4
CSREA_EEE 	International Conference on E-­‐Learning, E-­‐Business, Enterprise Information Systems, & E-­‐Government 	5	B4
CSSW 	Conference on Social Semantic Web 	5	B4
DBKDA 	International Conference on Advances in Databases, Knowledge, and Data Applications 	5	B4
DBTA 	International Workshop on Database Technology and Applications 	5	B4
DMO 	Data Mining and Optimization 	5	B4
DSL 	Domain-­‐Specific Languages for Software Engineering Conference 	5	B4
EKNOW 	International Conference on Information, Process, and Knowledge Management 	5	B4
ELML 	International Conference on Mobile, Hybrid, and On-­‐line Learning 	5	B4
Engopt 	International Conference on Engineering Optimization 	5	B4
ENRI 	Encontro de Robótica Inteligente 	5	B4
EWME 	European Workshop on Microelectronics Education 	5	B4
FCS 	International Conference on Foundations of Computer Science 	5	B4
FECS 	International Conference on Frontiers in Education: Computer Science and Computer Engineering 	5	B4
FGIT 	Future Generation Information Technology 	5	B4
FIT 	Frontiers of Information Technology 	5	B4
FTP 	International Workshops on First-­‐Order Theorem Proving 	5	B4
Globe 	Conference on Data Management in Grid and P2P Systems 	5	B4
HVC 	International Haifa Verification Conference 	5	B4
ICBAKE 	International Conference on Biometrics and Kansei Engineering 	5	B4
ICECE 	International Conference on Engineering and Computer Education 	5	B4
ICETE 	International Conference on E-­‐Business and Telecommunication Networks 	5	B4
ICNC 	International Conference on Natural Computation 	5	B4
ICSSEA 	International Conference on Software and Systems Engineering and their Applications 	5	B4
ICWET 	International Conference & Workshop on Emerging Trends in Technology 	5	B4
IE 	International Conference on Intelligent Environments 	5	B4
IESS 	International Conference on Exploring Services Science 	5	B4
IITSI 	International Symposium on Intelligent Information Technology and Security Informatics 	5	B4
IJCBS 	International Joint Conference on Bioinformatics, Systems Biology and Intelligent Computing 	5	B4
IMF 	International Conference on IT Security Incident Management and IT Forensics 	5	B4
ITAT 	Conference on Theory and Practice of Information Technologies 	5	B4
ITHE 	International Conference on Information Technology Based Higher 	5	B4
IWSCA 	IEEE International Workshop on Semantic Computing and Applications 	5	B4
LATINCOM 	IEEE Latin-­‐american Conference on Communications 	5	B4
Latincrypt 	International Conference on Cryptology and Information Security in Latin 	5	B4
LSFA 	Workshop on Logical and Semantic Frameworks, with Applications 	5	B4
M4M 	Methods for Modalities 	5	B4
Matheuristics 	International Workshop on Model-­‐based metaheuristics 	5	B4
MESH 	International Conference on Advances in Mesh Networks 	5	B4
MobiCASE 	Mobile Computing, Applications, and Services 	5	B4
MTSR 	International Conference on Metadata and Semantics Research 	5	B4
NLP-­‐KE 	International Conference on Natural Language Processing and Knowledge Engineering 	5	B4
NOCARC 	International Workshop on Network on Chip Architectures 	5	B4
ONISW 	Ontologies and Information Systems for the Semantic Web 	5	B4
OR 	International Conference on Operations Research 	5	B4
PACCS 	Pacific-­‐Asia Conference on Circuits, Communications and Systems 	5	B4
RFID-­‐TA 	RFID-­‐Technologies and Applications 	5	B4
SBCM 	Simpósio Brasileiro de Computação Musical 	5	B4
SBSC 	Simpósio Brasileiro de Sistemas Colaborativos 	5	B4
SEAS 	Workshop on Software Engineering for Agent-­‐Oriented Systems 	5	B4
SEDE 	Software Engineering and Data Engineering 	5	B4
SEMAPRO 	International Conference on Advances in Semantic Processing 	5	B4
SPW 	International Workshop on Security Protocols 	5	B4
SREIS 	Symposium on Requirements Engineering for Information Security 	5	B4
SSC 	IFAC Conference on System Structure and Control 	5	B4
STIL 	Brazilian Symposium in Information and Human Language Technology 	5	B4
TEAA 	International Conference on Trends in Enterprise Application Architecture 	5	B4
WAFR 	Workshop on the Algorithmic Foundations of Robotics 	5	B4
WOMSDE 	Workshop on Ontologies and Metamodels in Software Engineering WOMSDE) 	5	B4
WSPI 	International Workshop on Philosophy and Informatics 	5	B4
3PGCIC 	International Conference on P2P, Parallel, Grid, Cloud, and Internet Computing 	4	B4
AMTA 	Conference of the Association for Machine Translation in the Americas 	4	B4
ANDESCON 	IEEE Andean Region International Conference 	4	B4
ATT 	Workshop on Agents in Traffic and Transportation 	4	B4
BAIP 	International Conference on Recent Trends in Business Administration and Information Processing 	4	B4
BICA 	Annual International Conference on Biologically Inspired Cognitive Architectures 	4	B4
BIR 	International Conference on Perspectives in Business Informatics Research 	4	B4
CIAIE 	Congresso Ibero-­‐Americano de Informática Educativa 	4	B4
CIMSA 	IEEE International Conference on Computational Intelligence for Measurement Systems and Applications 	4	B4
CIRAS 	International Conference on Computational Intelligence Robotics and Autonomous Systems 	4	B4
CLAIO 	Congreso Latino-­‐Iberoamericano de Investigación Operativa 	4	B4
CLOSER 	International Conference on Cloud Computing and Services Science 	4	B4
CONTECSI 	International Conference on Information Systems and Technology Management 	4	B4
DASD 	Design Analysis and Simulation of Distributed Systems Symposium 	4	B4
DSDE 	International Conference on Data Storage and Data Engineering 	4	B4
DSS 	IFIP International Conference on Decision Support Systems 	4	B4
E-­‐ACTIVITIES 	International Conference on E-­‐Activities 	4	B4
EANN 	International Conference on Engineering Applications of Neural Networks 	4	B4
EISWT 	International Conference on Enterprise Information Systems and Web Technologies 	4	B4
EJC 	European-­‐Japanese Conference on Information Modelling and Knowledge Bases 	4	B4
ENLG 	European Workshop on Natural Language Generation 	4	B4
ESAIR 	Exploiting Semantic Annotations in Information Retrieval 	4	B4
ESELAW 	Experimental Software Engineering Latin American Workshop 	4	B4
EURO 	European Conference on Operational Research 	4	B4
FMN 	Future Multimedia Networking 	4	B4
FSR 	International Symposium on Field and Service Robotics 	4	B4
GEOPROCESSING 	International Conference on Advanced Geographic Information Systems, Applications, and Services 	4	B4
ICCBR 	International Conference on Case-­‐Based Reasoning 	4	B4
ICORE 	International Conference on Reputation 	4	B4
IGIP 	IGIP International Symposium on Engineering Education 	4	B4
IMS 	Advanced Information Management and Service 	4	B4
IMS_A 	IFAC Workshop on Intelligent Manufacturing Systems 	4	B4
INTED 	International Technology, Education and Development Conference 	4	B4
IS 	IADIS International Conference Information Systems 	4	B4
ISMP 	International Symposium on Mathematical Programming 	4	B4
ITEM 	Conference on Information Technology in Educational Management 	4	B4
IV_A 	Intelligent Vehicles Conference 	4	B4
JIISIC 	Jornadas Iberoamericanas de Ingeniería de Software e Ingeniería del Conocimiento 	4	B4
LA-­‐WASP 	Latin American Workshop on Aspect-­‐Oriented Software Development 	4	B4
LAGOS 	Latin-­‐American Algorithms Graphs and Optimization Symposium 	4	B4
MCM 	International Conference on Mathematics and Computation in Music 	4	B4
MINES 	International Conference on Multimedia Information Networking and Security 	4	B4
MMAR 	IEEE IFAC International Conference on Methods and Models in Automation and Robotics 	4	B4
MMVR 	Annual Medicine Meets Virtual Reality Conference 	4	B4
NETCOM 	International Conference on Networks & Communications 	4	B4
NLPCS 	International Workshop on Natural Language Processing and Cognitive Science 	4	B4
ODBIS 	Ontologies-­‐Based Databases and Information Systems 	4	B4
OL 	Ontology Learning 	4	B4
RRS 	Rational, Robust and Secure Negotiation Mechanisms in Multi-­‐Agent Systems 	4	B4
SAPIR 	International Workshop on Service Assurance with Partial and Intermittent Resources 	4	B4
SOCINFO 	International Workshop on Social Informatics 	4	B4
SOCO 	International Conference on Soft Computing Models in Industrial and Environmental Applications 	4	B4
STFSSD 	Software Technologies for Future Dependable Distributed Systems 	4	B4
SWEL 	Workshop on Ontologies and Social Semantic Web for Intelligent Educational Systems 	4	B4
TaPP 	USENIX Workshop on the Theory and Practice of Provenance 	4	B4
TAU 	IEEE International Workshop on Timing Issues 	4	B4
TECHEDUCA 	International Conference on Technology Enhanced Learning, Quality of Teaching and Education Reform 	4	B4
TISE 	Taller Internacional de Software Educativo 	4	B4
UCAS 	International Workshop on Unique Chips and Systems 	4	B4
VECIMS 	IEEE International Conference on Virtual Environments Human-­‐Computer Interfaces and Measurement Systems 	4	B4
Vis 	IEEE Visualization Conference 	4	B4
WAAMD 	Workshop em Algoritmos e Aplicações de Mineração de Dados 	4	B4
WAOA 	Workshop on Approximation and Online Algorithms 	4	B4
WCGA 	Workshop de Computação em Grade e Aplicações 	4	B4
WCOLDE 	ICDE World Conference on Open Learning and Distance Education 	4	B4
WebKDD 	Web Mining and Web Usage Analysis 	4	B4
WIM 	Workshop de Informática Médica 	4	B4
WISTDCS 	WOMBAT Workshop on Information Security Threats Data Collection and Sharing 	4	B4
WoSAR 	International Workshop on Software Aging and Rejuvenation 	4	B4
WRC 	Workshop on Reconfigurable Computing 	4	B4
WSCAD-­‐SSC 	Simpósio em Sistemas Computacionais 	4	B4
WTF 	Workshop de Testes e Tolerância a Falhas 	4	B4
CENTERIS 	International Conference on Enterprise Information Systems 	3	B3
EuroBot 	European Workshop on Advanced Mobile Robots 	3	B3
BC 	IFIP International Conference on Broadband Communications 	3	B4
IAWTIC 	International Conference on Intelligent Agents Web Technologies and Internet Commerce 	3	B4
ICIAM 	International Congress on Industrial and Applied Mathematics 	3	B4
ISD 	International Conference on Information Systems Development 	3	B4
ISRR 	International Symposium of Robotics Research 	3	B4
SPICE 	International Software Process Improvement and Capability Determination Conference 	3	B4
SSR 	ACM SIGSOFT Working Conference on Software Reusability 	3	B4
TAG+ 	International Workhop on Tree Adjoining Grammar and Related Formalisms 	3	B4
AAIP 	Workshop on Approaches and Applications of Inductive Programming 	3	B5
ACOM 	International Workshop on Assessment of Contemporary Modularization Techniques 	3	B5
ADMI 	International Workshop on Agents and Data Mining Interaction 	3	B5
ADS 	Agent-­‐Directed Simulation Symposium 	3	B5
AIED_A 	Workshop on Motivation and Affect in Educational Software 	3	B5
ALAMAS 	European Symposium on Adaptive Learning Agents and Multi-­‐Agent Systems 	3	B5
ALIO/EURO 	Conference on Combinatorial Optimization 	3	B5
APEID 	UNESCO-­‐APEID International Conference 	3	B5
BIOINFORMATICS 	International Conference on Bioinformatics Models, Methods and Algorithms 	3	B5
BIOTECHNO 	International Conference on Bioinformatics, Biocomputational Systems and Biotechnologies 	3	B5
BPMN 	International Workshop on Business Process Modeling Notation 	3	B5
BWSS 	Brazilian Workshop on Social Simulation 	3	B5
C&T 	International Conference on Communities and Technologies 	3	B5
CLIHC 	Latin American Conference on Human-­‐Computer Interaction 	3	B5
CoALa 	Workshop on Contract Architectures and Languages 	3	B5
COOLCHIPS 	IEEE Cool Chips 	3	B5
CSO 	International Joint Conference on Computational Sciences and Optimization 	3	B5
DICTAP 	International Conference on Digital Information and Communication Technology and Its Applications 	3	B5
ECCO 	Conference of European Chapter on Combinatorial Optimization 	3	B5
ENADI 	Encontro de Administração da Informação 	3	B5
EOMAS 	Enterprise and Organizational Modeling and Simulation 	3	B5
ETRA 	Eye Tracking Research and Applications 	3	B5
FedCSIS 	Federated Conference on Computer Science and Information Systems 	3	B5
HC 	Humans and Computers 	3	B5
I 	IADIS International Conference Informatics 	3	B5
I-­‐KNOW 	International Conference on Knowledge Management and Knowledge Technologies 	3	B5
IAIM 	Annual Conference of the International Academy for Information Management 	3	B5
IAIT 	International Conference on Advances in Information Technology 	3	B5
ICCABS 	IEEE International Conference on Computational Advances in Bio and Medical Sciences 	3	B5
ICCIIS 	International Conference on Communications and Intelligence Information Security 	3	B5
ICEC_A 	IFIP International Conference on Entertainment Computing 	3	B5
ICEIT 	International Conference on Educational and Information Technology 	3	B5
ICEMT 	International Conference on Education and Management Technology 	3	B5
ICGEC 	International Conference on Genetic and Evolutionary Computing 	3	B5
ICMIC 	International Conference on Modelling, Identification and Control 	3	B5
ICMSAO 	International Conferecen on Modeling, Simulation and Applied Optimization 	3	B5
ICOTA 	International Conference on Optimization: Techniques And Applications 	3	B5
ICSOB 	International Conference on Software Business 	3	B5
ICSSP 	International Conference on on Software and Systems Process 	3	B5
ICTEL 	International Conference on Technology-­‐Enhanced Learning 	3	B5
ICTL 	International Conferece on Temporal Logic 	3	B5
IFIPAI 	IFIP Artificial Intelligence 	3	B5
INA-­‐OCMC 	Interconnection Network Architectures: On-­‐Chip, Multi-­‐Chip 	3	B5
INFORMS 	Joint International Meeting 	3	B5
ISCO 	International Symposium on Combinatorial Optimization 	3	B5
ITBAM 	International Conference on Information Technology in Bio-­‐ and Medical Informatics 	3	B5
KAMC 	Knowledge Acquisition from Multimedia Content 	3	B5
LACLO 	Latin American Conference on Learning Objects 	3	B5
LIGHTSEC 	Workshop on Lightweight Security and Privacy: Devices, Protocols, and Applications 	3	B5
MISTA 	Multidisciplinary International Scheduling Conference: Theory and Applications 	3	B5
MoDISE-­‐EUS 	Model Driven Information Systems Engineering: Enterprise, User and System Models 	3	B5
MPOOL 	Workshop on Multiparadigm Programming with Object Oriented Languages 	3	B5
MSC 	IEEE Multi-­‐conference on Systems and Control 	3	B5
OASICS 	OpenAcess Series in Informatics 	3	B5
ONTOSE 	Ontology, Conceptualization and Epistemology for Information Systems, Software Engineering and Service Science 	3	B5
PAAP 	International Symposium on Parallel Architectures, Algorithms and Programming 	3	B5
PhiSE 	Philosophical Foundations on Information Systems Engineering 	3	B5
REET 	Requirements Engineering Education and Training 	3	B5
RuleApps 	East European Workshop on Rule-­‐Based Applications 	3	B5
SAME 	Semantic Ambient Media Experiences 	3	B5
SAST 	Brazilian Workshop on Systematic and Automated Software Testing 	3	B5
SBSE 	Simpósio Brasileiro de Sistemas Elétricos 	3	B5
SCCI 	IEEE Symp. Series on Computational Intelligence 	3	B5
SemDial 	Workshop on the Semantics and Pragmatics of Dialogue 	3	B5
SLE 	International Conference on Software Language Engineering 	3	B5
SoICT 	Symposium on Information and Communication Technology 	3	B5
SugarLoafPlop 	Latin American Conference on Pattern Languages of Programming 	3	B5
T4E 	International Workshop on Technology for Education 	3	B5
TEAR 	Trends in Enterprise Architecture Research 	3	B5
WACC 	WSEAS Applied Computing Conference 	3	B5
WEAC 	Workshop sobre Educação em Arquitetura de Computadores 	3	B5
WGRS 	Workshop de Gerência e Operação de Redes e Serviços 	3	B5
WMT 	Workshop on Statistical Machine Translation 	3	B5
WP2P 	Workshop de Peer-­‐to-­‐Peer 	3	B5
WPERFORMANCE 	Workshop em Desempenho de Sistemas Computacionais e de Comunicação 	3	B5
WTI 	International Workshop on Web and Text Intelligence 	3	B5
WVC 	Workshop de Visão computacional	3	B5
IFL 	International Symposium on Implementation and Application of Functional Languages 	2	B3
LOPSTR 	International Symposium on Logic-­‐based Program Synthesis and Transformation 	2	B3
CTAC 	Computational Techniques and Applications Conference 	2	B4
E4MAS 	International Workshop on Environments for Multiagent Systems 	2	B4
MFPS 	Mathematical Foundations of Programming Semantics 	2	B4
SIGSEM 	ACL Workshop on Prepositions 	2	B4
VLFM 	Symposium on Visual Languages and Formal Methods 	2	B4
ADHOCNETS 	International Conference on Ad Hoc Networks 	2	B5
AES-­‐Brasil 	Audio Engineering Society -­‐ Brasil 	2	B5
AGO 	International Conference on Advances In Global Optimization: Methods and Applications 	2	B5
AIS 	SIGED International Conference on Informatics Education and Research 	2	B5
AISAT 	International Conference on Artificial Intelligence in Science and Technology 	2	B5
AMCS 	International Conference on Algorithmic Mathematics and Computer Science 	2	B5
ArtAbilitation 	The ArtAbilitation Conference 	2	B5
BUCC 	Workshop on Building and Using Comparable Corpora 	2	B5
CC_A 	Creativity and Cognition Conference 	2	B5
CCC_A 	Colombian Computing Congress 	2	B5
CETS 	Conference on E-­‐business Technology and Strategy 	2	B5
CITA 	International Conference on IT in Asia 	2	B5
CMMR 	International Symposium on Computer Music Modeling and Retrieval 	2	B5
CONQUEST 	Conquest International Conference on Quality Engineering in Software Technology 	2	B5
CSEE 	International Conference on Computer Science, Environment, Ecoinformatics, and Education 	2	B5
CTC 	Workshop Cybercrime and Trustworthy Computing 	2	B5
CyberGames 	International Conference on Games Research and Development 	2	B5
E-­‐SCIENCE 	Brazilian e-­‐Science Workshop 	2	B5
ELAVIO 	Latin American Operations Research Summer School 	2	B5
ELC 	Encontro de Linguística de Corpus 	2	B5
EMicro 	South Microelectronics School 	2	B5
EUROPT 	Workshop on Advances in Continuous Optimization 	2	B5
Evoapplications 	European Conference on the Applications of Evolutionary Computation 	2	B5
FEF 	The Finite Elements in Flow Problems Conference 	2	B5
FTFC 	IEEE Faible Tension Faible Consommation 	2	B5
GOW 	Global Optimization Workshop 	2	B5
HOPL 	History of Programming Languages Conference 	2	B5
ICAIE 	International Conference on Artificial Intelligence and Education 	2	B5
ICCL 	IEEE International Conference on Computer Languages 	2	B5
ICDE_A 	World Conference on Open Learning and Distance Education 	2	B5
ICELET 	International Conference on E-­‐Learning and E-­‐Teaching 	2	B5
ICGeS 	International Conference on Global E-­‐Security 	2	B5
ICICA 	International Conference on Information Computing and Applications 	2	B5
ICL 	International Conference on Interactive Collaborative Learning 	2	B5
ICMA 	International Conference on Manufacturing Automation 	2	B5
ICoFCS 	International Conference on Forensic Computer Science 	2	B5
IMAGAPP/IVAPP 	International Conference on Imaging Theory and Applications and International Conference on Information Visualization Theory and Applications 	2	B5
IR 	Research and Development in Information Retrieval 	2	B5
ISC_A 	International Supercomputing Conference 	2	B5
ISWSA 	International Conference on Intelligent Semantic Web-­‐Services and Applications 	2	B5
LASCAS 	IEEE Latin American Symposium on Circuits and Systems -­‐ LASCAS 	2	B5
m-­‐ICTE 	International Conference on Multimedia and ICT in Education 	2	B5
MCCSIS 	IADIS International Conference Web Based Communities and Social Media 	2	B5
META 	International Conference on Metaheuristics and Nature Inspired Computing 	2	B5
MoodleMoot 	MoodleMoot Brasil 	2	B5
MULTIPROG 	Workshop on Programmability Issues for Multi-­‐Core Computers 	2	B5
NCIS 	International Conference on Network Computing and Information Security 	2	B5
NyirCrypt 	Central European Conference on Cryptography 	2	B5
OKCon 	Open Knowledge Conference 	2	B5
PCNS 	SPIE Conference on Performance and Control of Network Systems 	2	B5
QoSA 	International ACM Sigsoft Conference on the Quality of Software Architectures 	2	B5
RST_A 	Workshop A RST e os Estudos do Texto 	2	B5
SBCUP 	Simpósio Brasileiro de Computação Ubíqua e Pervasiva 	2	B5
SEBIZ 	Applications and Business Aspects of the Semantic Web 	2	B5
SECIII 	Social, Ethical and Cognitive Issues on Informatics and ICT 	2	B5
SQC 	Software and Systems Quality Conferences 	2	B5
TCoB 	International Workshop on Technologies for Collaborative Business Process Management 	2	B5
VDEA 	SPIE Conference on Visual Data Exploration and Analysis 	2	B5
WACERTS 	Workshop on Architectures for Cooperative Embedded Real-­‐Time Systems 	2	B5
WAMPS 	Workshop anual do MPS.BR pessoal enviou meta-­‐dados separadamente) 	2	B5
WDBC 	Worshop Brasileiro de Desenvolvimento Baseado em Componentes 	2	B5
WebPRES 	Web Personalization and Recommender Systems 	2	B5
WRVA 	Workshop de Realidade Virtual e Aumentada 	2	B5
FroCoS 	International Symposium on Frontiers of Combining Systems 	1	B3
GREC 	IAPR International Workshop on Graphics Recognition 	1	B3
ODP 	IFIP International Conference on Open Distributed Processing 	1	B3
ICCI 	International Conference on Computing and Information 	1	B4
AMAS-­‐BT 	Workshop on Architectural and Microarchitectural Support for Binary Translation 	1	B5
ANIREM 	Workshop on Agents Norms and Institutions for Regulated Multiagent Systems 	1	B5
ANPPOM 	Congresso da Associação Nacional de Pesquisa e Pós-­‐Graduação em Música 	1	B5
APTC 	Asia-­‐Pacific Trusted Infrastructure Technologies Conference 	1	B5
BIRTE 	International Workshop on Business Intelligence for the Real Time Enterprise 	1	B5
CAIA 	Conference on Artificial Intelligence for Applications 	1	B5
CAOS 	Workshop on Computer Architecture and Operating System co-­‐design 	1	B5
CBEE 	Congresso Brasileiro de Educação Especial 	1	B5
CBIC 	Congresso Brasileiro de Inteligência Computacional 	1	B5
CINTED 	Ciclo de Palestras Novas Tecnologias na Educação 	1	B5
CLIP 	Workshop on Cross-­‐Language Information Processing 	1	B5
CONGRESS 	World Congress on Privacy, Security, Trust and the Management of e-­‐Business 	1	B5
DB&IS 	International Baltic Conference on Databases and Information Systems 	1	B5
DCCS 	Dependable Computing and Communications Symposium 	1	B5
DENVECT 	IEEE International Workshop on Digital Entertainment, Networked Virtual Environments, and Creative Technology 	1	B5
EMS 	EMS Network Conference 	1	B5
EPIO 	Escuela de Perfeccionamiento en Investigación Operativa 	1	B5
ERAD 	Escola Regional de Alto Desempenho 	1	B5
EUROCOMB 	European Conference on Combinatorics Graph Theory and Applications 	1	B5
FIND 	Dynamic Taxonomies and Faceted Search 	1	B5
FINTDI 	Promotion and Innovation with New Technologies in Engineering Education 	1	B5
GADA 	International Conference on Grid computing High-­‐performance and Distributed Applications 	1	B5
IBICA 	International Conference on Innovations in Bio-­‐inspired Computing and Applications 	1	B5
ICCOPT 	International Conference on Continuous Optimization 	1	B5
ICDF 	IFIP WG 11.9 International Conference on Digital Forensics 	1	B5
ICDLE 	International Conference on Distance Learning and Education 	1	B5
ICDVRAT 	International Conference on Disability, Virtual Reality and Associated Technologies 	1	B5
ICFCSE 	International Conference on Future Computer Science and Education 	1	B5
ICISO 	International Conference on Informatics and Semiotics in Organisations 	1	B5
ICNCC 	International Conference on Network Communication and Computer 	1	B5
ICORD 	International Conference on Operational Research for Development 	1	B5
ICTERI 	International Conference on ICT in Education, Research, and Industrial Applications 	1	B5
IESS_A 	International Embedded Systems Symposium 	1	B5
IGIC 	IEEE International Games Innovation Conference 	1	B5
InCoB 	International Conference on Bioinformatics 	1	B5
IUKM 	Integrated Uncertainty in Knowledge Modelling and Decision Making 	1	B5
JDP 	Jornada de Descrição do Português 	1	B5
LaTeCH 	Workshop on Language Technology for Cultural Heritage, Social Sciences, and Humanities 	1	B5
MEWS 	International Workshop on Mining for Enhanced Web Search 	1	B5
MOPTA 	Annual Conference on Modeling and Optimization: Theory and Applications 	1	B5
MSA 	International Conference on Multimedia Systems and Applications 	1	B5
NIDISC 	Workshop on Nature Inspired Distributed Computing 	1	B5
OASIS 	Foundations of Intrusion Tolerant Systems 	1	B5
OptMAS 	Workshop on Optimisation in Multi-­‐Agent Systems 	1	B5
SForum 	Microelectronics Students Forum 	1	B5
SSST 	Workshop on Syntax, Semantics and Structure in Statistical Translation 	1	B5
TEL 	Technology for Education and Learning 	1	B5
TMRA 	International Conference on Topic Maps Research and Applications 	1	B5
WAMCA 	Workshop on Architecture for Multi-­‐Core Applications 	1	B5
WASSA 	Workshop on Computational Approaches to Subjectivity and Sentiment Analysis 	1	B5
WBE 	International Symposium on Web-­‐based Education 	1	B5
WBPM 	Workshop Brasileiro de Gestão de Processos de Negócio 	1	B5
WCAMA 	Workshop de Computação Aplicada à Gestão do Meio Ambiente e Recursos Naturais 	1	B5
WCGE 	Workshop de Computação Aplicada em Governo Eletrônico 	1	B5
WDL 	Workshop de Bibliotecas Digitais 	1	B5
WEED 	Workshop on Energy-­‐Efficient Design 	1	B5
WESAAC 	Workshop-­‐Escola de Sistemas de Agentes, seus Ambientes e Aplicações 	1	B5
WoSIDA 	Workshop on Autonomic Distributed Systems 	1	B5
WRS 	International Workshop on Reduction Strategies in Rewriting and Programming 	1	B5
WSWED 	Brazilian Workshop on Semantic Web and Education 	1	B5
